Palaemon.longirostris,V30
Palaemon.longirostris,P30
Palaemon.macrodactylus,Pomatoschistus
Palaemon.macrodactylus,Rhopalophthalmus.tartessicus
Palaemon.macrodactylus,Sardina.pilchardus
Palaemon.macrodactylus,TurbidityNTU
Palaemon.macrodactylus,Temp
Palaemon.macrodactylus,Si
Palaemon.macrodactylus,V30
Palaemon.macrodactylus,P30
Pomatoschistus,Rhopalophthalmus.tartessicus
Pomatoschistus,Sardina.pilchardus
Pomatoschistus,TurbidityNTU
Pomatoschistus,Temp
Pomatoschistus,Si
Pomatoschistus,V30
Pomatoschistus,P30
Rhopalophthalmus.tartessicus,Sardina.pilchardus
Rhopalophthalmus.tartessicus,TurbidityNTU
Rhopalophthalmus.tartessicus,Temp
Rhopalophthalmus.tartessicus,Si
Rhopalophthalmus.tartessicus,V30
Rhopalophthalmus.tartessicus,P30
Sardina.pilchardus,TurbidityNTU
Sardina.pilchardus,Temp
Sardina.pilchardus,Si
Sardina.pilchardus,V30
Sardina.pilchardus,P30
TurbidityNTU,Temp
TurbidityNTU,Si
TurbidityNTU,V30
TurbidityNTU,P30
Temp,Si
Temp,V30
Temp,P30
Si,V30
Si,P30
V30,P30
